File_Name;Year;Month;Day;Start_Time;Duration;End_Time
CAM01_20191009060000_1.avi;2019;10;09;06:00:00;00:15:01;06:15:01
CAM01_20191009061501_2.avi;2019;10;09;06:15:01;00:14:59;06:30:00
CAM01_20191009063000_3.avi;2019;10;09;06:30:00;00:14:59;06:44:59
CAM01_20191009064459_4.avi;2019;10;09;06:44:59;00:14:59;06:59:58
CAM01_20191009065958_5.avi;2019;10;09;06:59:58;00:14:59;07:14:57
CAM01_20191009071457_6.avi;2019;10;09;07:14:57;00:15:01;07:29:58
CAM01_20191009072958_7.avi;2019;10;09;07:29:58;00:14:59;07:44:57
CAM01_20191009074457_8.avi;2019;10;09;07:44:57;00:14:59;07:59:56
CAM01_20191009075956_9.avi;2019;10;09;07:59:56;00:14:59;08:14:55
CAM01_20191009081455_10.avi;2019;10;09;08:14:55;00:15:00;08:29:55
CAM01_20191009082955_11.avi;2019;10;09;08:29:55;00:15:01;08:44:56
CAM01_20191009084456_12.avi;2019;10;09;08:44:56;00:14:59;08:59:55
CAM01_20191009085955_13.avi;2019;10;09;08:59:55;00:14:59;09:14:54
CAM01_20191009091454_14.avi;2019;10;09;09:14:54;00:14:59;09:29:53
CAM01_20191009092953_15.avi;2019;10;09;09:29:53;00:15:01;09:44:54
CAM01_20191009094454_16.avi;2019;10;09;09:44:54;00:14:59;09:59:53
CAM01_20191009095953_17.avi;2019;10;09;09:59:53;00:14:59;10:14:52
CAM01_20191009101452_18.avi;2019;10;09;10:14:52;00:15:00;10:29:52
CAM01_20191009102952_19.avi;2019;10;09;10:29:52;00:14:59;10:44:51
CAM01_20191009104451_20.avi;2019;10;09;10:44:51;00:14:59;10:59:50
CAM01_20191009105950_21.avi;2019;10;09;10:59:50;00:14:59;11:14:49
CAM01_20191009111449_22.avi;2019;10;09;11:14:49;00:15:01;11:29:50
CAM01_20191009112950_23.avi;2019;10;09;11:29:50;00:15:00;11:44:50
CAM01_20191009114450_24.avi;2019;10;09;11:44:50;00:14:59;11:59:49
CAM01_20191009115949_25.avi;2019;10;09;11:59:49;00:14:59;12:14:48
CAM01_20191009121448_26.avi;2019;10;09;12:14:48;00:15:00;12:29:48
CAM01_20191009122948_27.avi;2019;10;09;12:29:48;00:14:59;12:44:47
CAM01_20191009124447_28.avi;2019;10;09;12:44:47;00:14:59;12:59:46
CAM01_20191009125946_29.avi;2019;10;09;12:59:46;00:15:02;13:14:48
CAM01_20191009131448_30.avi;2019;10;09;13:14:48;00:14:59;13:29:47
CAM01_20191009132947_31.avi;2019;10;09;13:29:47;00:14:59;13:44:46
CAM01_20191009134446_32.avi;2019;10;09;13:44:46;00:14:59;13:59:45
CAM01_20191009135945_33.avi;2019;10;09;13:59:45;00:15:00;14:14:45
CAM01_20191009141445_34.avi;2019;10;09;14:14:45;00:15:00;14:29:45
CAM01_20191009142945_35.avi;2019;10;09;14:29:45;00:14:59;14:44:44
CAM01_20191009144444_36.avi;2019;10;09;14:44:44;00:15:01;14:59:45
CAM01_20191009145945_37.avi;2019;10;09;14:59:45;00:14:59;15:14:44
CAM01_20191009151444_38.avi;2019;10;09;15:14:44;00:14:59;15:29:43
CAM01_20191009152943_39.avi;2019;10;09;15:29:43;00:14:59;15:44:42
CAM01_20191009154442_40.avi;2019;10;09;15:44:42;00:14:59;15:59:41
CAM01_20191009155941_41.avi;2019;10;09;15:59:41;00:14:59;16:14:40
CAM01_20191009161440_42.avi;2019;10;09;16:14:40;00:15:02;16:29:42
CAM01_20191009162942_43.avi;2019;10;09;16:29:42;00:14:59;16:44:41
CAM01_20191009164441_44.avi;2019;10;09;16:44:41;00:14:59;16:59:40
CAM01_20191009165940_45.avi;2019;10;09;16:59:40;00:14:59;17:14:39
CAM01_20191009171439_46.avi;2019;10;09;17:14:39;00:15:01;17:29:40
CAM01_20191009172940_47.avi;2019;10;09;17:29:40;00:14:59;17:44:39
CAM01_20191009174439_48.avi;2019;10;09;17:44:39;00:14:59;17:59:38
