FECHA,Calle,Carrera,Descripcion,Origen,Destino,Periodo,Peaton,Particular,Taxi,Motociclista,Bus,Camion,Minivan,Ciclista,Tractomula,
21042019,170,7,doble via,Norte,Sur,06:00:00,9,25,27,13,27,2,1,6,0,
21042019,170,7,doble via,Norte,Sur,06:15:01,3,21,22,29,13,0,0,6,0,
21042019,170,7,doble via,Norte,Sur,06:30:01,0,25,17,21,18,4,1,10,1,
21042019,170,7,doble via,Norte,Sur,06:45:00,0,21,26,15,23,3,0,0,0,
21042019,170,7,doble via,Norte,Sur,06:59:59,1,14,29,13,17,0,2,6,0,
21042019,170,7,doble via,Norte,Sur,07:15:00,1,27,25,6,23,6,1,2,0,
21042019,170,7,doble via,Norte,Sur,07:29:59,0,30,20,24,29,3,2,4,0,
21042019,170,7,doble via,Norte,Sur,07:44:58,1,25,23,14,17,5,2,4,0,
21042019,170,7,doble via,Norte,Sur,07:59:57,0,32,23,20,19,1,2,3,0,
21042019,170,7,doble via,Norte,Sur,08:14:58,0,26,32,12,21,3,2,4,0,
21042019,170,7,doble via,Norte,Sur,08:29:57,0,48,39,13,20,0,2,3,0,
21042019,170,7,doble via,Norte,Sur,08:44:56,0,57,26,16,17,1,2,3,0,
21042019,170,7,doble via,Norte,Sur,08:59:57,0,41,26,16,18,6,1,2,0,
21042019,170,7,doble via,Norte,Sur,09:14:56,1,48,33,20,18,6,3,2,0,
21042019,170,7,doble via,Norte,Sur,09:29:55,0,55,34,25,21,2,2,7,0,
21042019,170,7,doble via,Norte,Sur,09:44:54,1,58,20,23,18,4,2,3,0,
21042019,170,7,doble via,Norte,Sur,09:59:53,0,61,25,26,15,4,1,5,0,
21042019,170,7,doble via,Norte,Sur,10:14:53,0,86,30,22,20,7,3,1,0,
21042019,170,7,doble via,Norte,Sur,10:29:54,0,81,31,24,20,6,5,4,1,
21042019,170,7,doble via,Norte,Sur,10:44:53,0,84,40,26,20,4,2,5,0,
21042019,170,7,doble via,Norte,Sur,10:59:52,2,98,36,29,16,4,2,0,0,
21042019,170,7,doble via,Norte,Sur,11:14:54,1,106,36,22,17,7,3,3,0,
21042019,170,7,doble via,Norte,Sur,11:29:53,1,109,34,34,18,6,3,6,0,
21042019,170,7,doble via,Norte,Sur,11:44:52,0,110,32,27,20,6,1,4,0,
21042019,170,7,doble via,Norte,Sur,11:59:51,1,127,31,16,17,2,3,3,0,
21042019,170,7,doble via,Norte,Sur,12:14:52,1,145,32,15,15,6,6,3,0,
21042019,170,7,doble via,Norte,Sur,12:29:51,2,129,32,27,18,8,8,2,0,
21042019,170,7,doble via,Norte,Sur,12:44:50,1,148,26,23,17,6,8,5,0,
