07022019,138,BOYACA,cicloruta+calzada,Occidente,Oriente,06:00:00,62,26,10,7,19,5,8,25,0,
07022019,138,BOYACA,cicloruta+calzada,Occidente,Oriente,06:15:00,69,10,19,10,18,1,11,76,0,
07022019,138,BOYACA,cicloruta+calzada,Occidente,Oriente,06:30:00,71,11,23,20,11,4,11,89,0,
07022019,138,BOYACA,cicloruta+calzada,Occidente,Oriente,06:44:59,53,6,22,17,9,3,7,99,0,
07022019,138,BOYACA,cicloruta+calzada,Occidente,Oriente,06:59:59,61,7,20,13,10,7,8,91,0,
07022019,138,BOYACA,cicloruta+calzada,Occidente,Oriente,07:14:58,52,5,21,20,7,8,11,87,0,
07022019,138,BOYACA,cicloruta+calzada,Occidente,Oriente,07:30:00,52,11,15,26,12,9,11,70,0,
07022019,138,BOYACA,cicloruta+calzada,Occidente,Oriente,07:44:59,43,10,18,18,12,4,5,75,0,
07022019,138,BOYACA,cicloruta+calzada,Occidente,Oriente,07:59:58,28,6,12,12,8,12,13,73,0,
07022019,138,BOYACA,cicloruta+calzada,Occidente,Oriente,08:14:58,35,11,15,3,7,5,7,44,0,
07022019,138,BOYACA,cicloruta+calzada,Occidente,Oriente,08:29:57,16,6,15,16,8,3,9,60,0,
07022019,138,BOYACA,cicloruta+calzada,Occidente,Oriente,08:44:56,31,4,17,10,10,4,6,36,0,
07022019,138,BOYACA,cicloruta+calzada,Oriente,Occidente,06:00:00,32,18,9,1,11,1,6,20,0,
07022019,138,BOYACA,cicloruta+calzada,Oriente,Occidente,06:15:00,51,23,15,10,26,4,13,27,0,
07022019,138,BOYACA,cicloruta+calzada,Oriente,Occidente,06:30:00,62,14,17,20,8,6,15,38,0,
07022019,138,BOYACA,cicloruta+calzada,Oriente,Occidente,06:44:59,64,22,20,10,13,9,22,42,0,
07022019,138,BOYACA,cicloruta+calzada,Oriente,Occidente,06:59:59,50,16,17,4,18,5,14,16,0,
07022019,138,BOYACA,cicloruta+calzada,Oriente,Occidente,07:14:58,41,6,15,8,17,7,10,21,0,
07022019,138,BOYACA,cicloruta+calzada,Oriente,Occidente,07:30:00,44,12,18,12,14,4,12,31,0,
07022019,138,BOYACA,cicloruta+calzada,Oriente,Occidente,07:44:59,34,13,13,6,17,8,5,11,0,
07022019,138,BOYACA,cicloruta+calzada,Oriente,Occidente,07:59:58,17,15,11,13,13,6,14,18,0,
07022019,138,BOYACA,cicloruta+calzada,Oriente,Occidente,08:14:58,23,8,13,4,16,17,10,5,0,
07022019,138,BOYACA,cicloruta+calzada,Oriente,Occidente,08:29:57,20,8,17,10,12,4,6,15,0,
07022019,138,BOYACA,cicloruta+calzada,Oriente,Occidente,08:44:56,24,8,19,8,15,8,6,12,0,
