FECHA,Calle,Carrera,Movimiento,Acceso,Salida,Periodo,Peaton,Particular,Taxi,Motociclista,Bus,Camion,Minivan,Ciclista,Tractomula,
02092018,100,11,1-cicloruta,Norte,Sur,12:00:00,2.0,43.0,4.0,6.0,0.0,0.0,0.0,21.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,12:15:01,0.0,48.0,4.0,2.0,0.0,0.0,0.0,19.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,12:30:00,6.0,55.0,6.0,7.0,0.0,1.0,0.0,15.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,12:44:59,1.0,50.0,12.0,6.0,0.0,0.0,0.0,7.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,13:00:00,7.0,37.0,10.0,2.0,1.0,0.0,1.0,3.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,13:15:00,5.0,45.0,4.0,7.0,0.0,0.0,1.0,10.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,13:29:59,1.0,54.0,5.0,4.0,1.0,0.0,0.0,6.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,13:44:58,3.0,51.0,3.0,7.0,0.0,0.0,0.0,14.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,13:59:59,4.0,49.0,1.0,5.0,0.0,0.0,0.0,22.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,14:14:58,3.0,35.0,6.0,6.0,0.0,0.0,0.0,18.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,14:29:57,0.0,33.0,1.0,3.0,0.0,0.0,0.0,23.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,14:44:56,1.0,34.0,4.0,2.0,0.0,0.0,0.0,14.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,14:59:57,2.0,25.0,1.0,3.0,0.0,1.0,0.0,17.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,15:14:56,1.0,43.0,2.0,3.0,0.0,0.0,0.0,15.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,15:29:55,0.0,18.0,1.0,2.0,0.0,0.0,0.0,15.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,15:44:54,2.0,30.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,15:59:53,3.0,38.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,16:14:54,1.0,37.0,7.0,2.0,0.0,0.0,0.0,14.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,16:29:53,2.0,30.0,2.0,4.0,0.0,0.0,0.0,16.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,16:44:52,2.0,30.0,3.0,4.0,0.0,0.0,0.0,7.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,16:59:51,1.0,35.0,2.0,3.0,0.0,0.0,1.0,16.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,17:14:50,2.0,37.0,2.0,4.0,0.0,0.0,0.0,7.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,17:29:51,4.0,30.0,5.0,3.0,0.0,0.0,0.0,6.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,17:44:50,2.0,35.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,
02092018,100,11,1-cicloruta,Norte,Sur,17:59:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,12:15:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,12:44:59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,13:15:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,13:29:59,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,13:44:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,13:59:59,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,14:14:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,14:29:57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,14:44:56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,14:59:57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,15:14:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,15:29:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,15:44:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,15:59:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,16:14:54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,16:29:53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,16:44:52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,16:59:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,17:14:50,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,17:29:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,17:44:50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,
02092018,100,11,1-cicloruta,Sur,Norte,17:59:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,12:00:00,5.0,110.0,15.0,20.0,1.0,0.0,1.0,23.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,12:15:01,3.0,146.0,22.0,23.0,1.0,1.0,1.0,15.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,12:30:00,13.0,136.0,15.0,20.0,0.0,1.0,0.0,10.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,12:44:59,3.0,152.0,25.0,22.0,0.0,0.0,1.0,6.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,13:00:00,6.0,112.0,21.0,13.0,1.0,0.0,2.0,10.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,13:15:00,6.0,126.0,21.0,25.0,0.0,0.0,1.0,12.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,13:29:59,3.0,140.0,19.0,16.0,0.0,1.0,1.0,8.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,13:44:58,7.0,158.0,15.0,16.0,1.0,0.0,2.0,12.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,13:59:59,11.0,116.0,16.0,15.0,0.0,0.0,0.0,15.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,14:14:58,8.0,108.0,23.0,21.0,0.0,0.0,0.0,14.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,14:29:57,4.0,86.0,15.0,12.0,0.0,0.0,2.0,23.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,14:44:56,4.0,82.0,20.0,8.0,0.0,0.0,0.0,10.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,14:59:57,5.0,76.0,6.0,12.0,0.0,0.0,1.0,17.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,15:14:56,3.0,90.0,16.0,15.0,1.0,1.0,0.0,16.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,15:29:55,2.0,56.0,11.0,8.0,0.0,1.0,0.0,16.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,15:44:54,6.0,91.0,9.0,6.0,0.0,1.0,0.0,20.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,15:59:53,4.0,74.0,9.0,9.0,0.0,0.0,0.0,12.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,16:14:54,5.0,96.0,11.0,11.0,1.0,1.0,0.0,18.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,16:29:53,3.0,73.0,10.0,11.0,0.0,0.0,1.0,17.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,16:44:52,2.0,79.0,12.0,10.0,2.0,0.0,0.0,8.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,16:59:51,4.0,79.0,7.0,7.0,0.0,0.0,0.0,16.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,17:14:50,3.0,89.0,9.0,16.0,0.0,0.0,0.0,12.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,17:29:51,5.0,68.0,15.0,10.0,0.0,0.0,0.0,9.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,17:44:50,4.0,82.0,8.0,4.0,0.0,0.0,0.0,9.0,0.0,
02092018,100,11,1-cicloruta+via,Norte,Sur,17:59:49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
02092018,100,11,1-cicloruta+via,Sur,Norte,12:00:00,1.0,116.0,24.0,16.0,0.0,0.0,0.0,25.0,0.0,
