FECHA;Calle;Carrera;Movimiento;Acceso;Salida;Periodo;Peaton;Particular;Taxi;Motociclista;Bus;Camion;Minivan;Ciclista;Tractomula
30082018;100;19;Ciclistas cicloruta;Norte;Sur;12:00:00;5.0;0.0;0.0;1.0;0.0;0.0;0.0;23.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;12:15:01;6.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;12:30:01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;12:45:00;2.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;13:00:00;6.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;13:14:59;3.0;0.0;0.0;2.0;0.0;0.0;0.0;44.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;13:30:00;7.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;13:44:59;2.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;13:59:59;5.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;14:14:58;3.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;14:29:57;4.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;14:44:56;2.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;14:59:57;3.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;15:14:56;1.0;0.0;0.0;0.0;0.0;0.0;0.0;39.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;15:29:55;2.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;15:44:54;2.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;15:59:55;4.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;16:14:54;6.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;16:29:53;5.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;16:44:54;9.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;16:59:53;12.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;17:14:52;11.0;0.0;1.0;0.0;0.0;0.0;0.0;54.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;17:29:51;3.0;0.0;0.0;0.0;0.0;0.0;0.0;52.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;17:44:50;8.0;0.0;0.0;3.0;0.0;0.0;0.0;42.0;0.0;
30082018;100;19;Ciclistas cicloruta;Norte;Sur;17:59:50;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;12:00:00;3.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;12:15:01;2.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;12:30:01;1.0;0.0;0.0;0.0;0.0;0.0;0.0;39.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;12:45:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;13:00:00;1.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;13:14:59;1.0;0.0;0.0;1.0;0.0;0.0;0.0;20.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;13:30:00;2.0;0.0;0.0;1.0;0.0;0.0;0.0;29.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;13:44:59;1.0;0.0;0.0;2.0;0.0;0.0;0.0;29.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;13:59:59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;14:14:58;3.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;14:29:57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;14:44:56;2.0;0.0;0.0;1.0;0.0;0.0;0.0;17.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;14:59:57;2.0;0.0;0.0;2.0;0.0;0.0;0.0;24.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;15:14:56;2.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;15:29:55;2.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;15:44:54;3.0;0.0;0.0;1.0;0.0;0.0;0.0;32.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;15:59:55;1.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;16:14:54;4.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;16:29:53;14.0;0.0;0.0;1.0;0.0;0.0;0.0;48.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;16:44:54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;16:59:53;3.0;0.0;0.0;3.0;0.0;0.0;0.0;75.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;17:14:52;3.0;0.0;0.0;2.0;0.0;0.0;0.0;88.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;17:29:51;2.0;0.0;0.0;1.0;0.0;0.0;0.0;97.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;17:44:50;8.0;0.0;0.0;1.0;0.0;0.0;0.0;119.0;0.0;
30082018;100;19;Ciclistas cicloruta;Sur;Norte;17:59:50;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;
