10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,06:00:00,3,237,11,36,60,73,4,2,17,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,06:15:01,0,197,5,29,47,79,5,1,18,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,06:30:00,3,198,16,75,55,110,8,7,18,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,06:44:59,3,261,17,85,71,81,15,9,14,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,06:59:58,4,286,16,120,82,96,8,8,20,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,07:14:59,9,286,9,110,58,102,13,3,15,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,07:29:58,4,223,11,131,64,87,13,1,23,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,07:44:57,3,257,4,104,59,92,14,5,22,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,07:59:56,3,360,7,95,55,96,11,4,39,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,08:14:57,12,281,15,68,63,106,11,1,40,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,08:29:56,4,281,7,83,60,112,18,3,33,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,08:44:55,2,217,7,58,60,110,12,3,30,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,08:59:54,5,253,8,66,40,89,15,2,16,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,09:14:55,2,197,10,59,33,89,12,0,24,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,09:29:54,5,284,7,74,35,103,13,3,11,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,09:44:53,6,294,22,66,44,79,12,4,9,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,09:59:51,2,305,7,63,33,92,21,3,23,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,10:14:53,5,287,6,69,26,92,14,0,11,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,10:29:52,1,336,9,68,29,71,14,2,16,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,10:44:51,5,307,12,62,42,72,11,0,18,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,10:59:50,3,284,10,51,35,69,14,2,14,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,11:14:51,1,298,4,44,25,77,9,1,15,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,11:29:50,7,291,6,46,27,80,9,2,8,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,11:44:49,3,238,5,53,33,76,11,0,13,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,11:59:48,1,303,6,56,33,81,14,2,5,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,12:14:49,3,290,4,47,33,71,10,6,10,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,12:29:48,7,260,9,90,43,65,6,8,12,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,12:44:47,12,299,2,88,42,81,10,2,9,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,12:59:46,7,275,3,93,45,81,16,9,18,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,13:14:47,2,270,8,129,48,82,11,12,11,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,13:29:46,8,247,7,89,46,54,10,15,12,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,13:44:45,6,280,2,108,60,79,15,8,17,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,13:59:44,13,204,7,93,56,60,7,10,15,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,14:14:43,3,246,11,58,44,83,10,1,12,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,14:29:44,12,240,7,82,68,79,12,7,11,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,14:44:43,6,261,7,80,58,42,15,10,12,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,14:59:42,3,219,6,88,44,68,16,10,15,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,15:14:41,10,218,4,52,29,64,7,5,28,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,15:29:42,12,214,4,82,37,69,10,10,28,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,15:44:41,1,249,7,76,32,53,11,9,19,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,15:59:40,1,197,1,60,38,66,9,7,28,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,16:14:42,2,207,7,82,34,50,15,14,12,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,16:29:41,4,193,5,58,37,59,10,2,17,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,16:44:40,1,215,13,51,33,43,12,2,13,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,16:59:39,1,225,5,73,24,49,13,4,11,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,17:14:40,1,200,4,39,32,56,6,3,27,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,17:29:39,0,65,0,17,8,25,2,3,4,
10112018,AV CENTENARIO,128,acceso salida y separador,Occidente,Oriente,17:44:38,2,2,0,0,0,0,0,0,0,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,06:00:00,2,316,7,96,65,76,14,7,17,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,06:15:01,0,269,10,132,40,76,7,2,14,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,06:30:00,3,314,7,149,51,86,11,7,20,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,06:44:59,2,329,4,151,45,96,13,6,17,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,06:59:58,2,323,3,165,54,93,8,7,19,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,07:14:59,8,348,6,165,46,91,10,6,19,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,07:29:58,2,383,3,143,62,111,19,4,18,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,07:44:57,3,355,3,141,53,88,13,7,17,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,07:59:56,5,349,5,152,49,80,14,7,26,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,08:14:57,6,340,4,130,45,104,16,2,22,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,08:29:56,6,356,6,132,50,83,25,5,15,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,08:44:55,7,383,6,108,53,110,31,1,24,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,08:59:54,7,285,4,111,49,82,12,5,23,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,09:14:55,4,326,3,110,71,109,19,2,18,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,09:29:54,5,307,4,130,48,98,24,2,18,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,09:44:53,4,365,19,115,57,89,25,8,8,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,09:59:51,2,344,5,112,69,100,16,7,9,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,10:14:53,6,353,7,121,57,85,16,9,9,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,10:29:52,1,336,5,97,68,94,17,9,18,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,10:44:51,6,432,10,120,62,59,19,1,13,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,10:59:50,0,379,4,74,49,57,11,0,15,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,11:14:51,5,410,4,94,60,75,15,0,15,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,11:29:50,11,392,9,122,45,89,15,4,22,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,11:44:49,11,316,5,98,54,87,15,11,21,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,11:59:48,6,351,6,88,51,81,4,7,7,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,12:14:49,0,326,4,97,53,64,8,25,8,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,12:29:48,10,331,8,134,54,72,5,21,9,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,12:44:47,13,315,7,144,34,59,12,18,7,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,12:59:46,15,340,10,133,55,81,13,14,13,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,13:14:47,3,320,5,178,54,87,6,12,11,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,13:29:46,15,323,4,133,40,82,5,19,10,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,13:44:45,6,351,11,168,55,60,12,14,10,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,13:59:44,11,403,7,189,64,82,7,15,9,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,14:14:43,3,400,13,161,55,87,19,4,9,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,14:29:44,3,401,6,151,66,76,17,26,16,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,14:44:43,3,405,8,141,53,79,10,10,23,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,14:59:42,4,410,4,135,47,81,31,4,24,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,15:14:41,8,366,5,132,60,94,17,12,23,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,15:29:42,6,416,6,156,62,88,18,10,21,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,15:44:41,1,421,7,113,60,82,10,17,23,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,15:59:40,1,427,6,128,55,76,16,14,15,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,16:14:42,4,373,9,111,63,85,9,5,18,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,16:29:41,0,452,9,104,58,60,13,14,17,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,16:44:40,0,481,11,104,55,76,8,4,12,
10112018,AV CENTENARIO,128,acceso salida y separador,Oriente,Occidente,16:59:39,1,432,6,107,63,60,17,10,13,
