21042019,187,AUTONORTE,acceso y separador,Sur,,06:00:00,4,144,36,55,57,19,3,0,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,06:15:01,3,174,20,52,69,23,4,6,6,
21042019,187,AUTONORTE,acceso y separador,Sur,,06:30:00,2,174,36,45,68,23,10,0,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,06:44:59,1,187,30,43,62,12,7,6,1,
21042019,187,AUTONORTE,acceso y separador,Sur,,06:59:58,3,232,30,45,79,16,7,4,3,
21042019,187,AUTONORTE,acceso y separador,Sur,,07:14:59,6,308,53,42,73,35,7,3,4,
21042019,187,AUTONORTE,acceso y separador,Sur,,07:29:58,2,288,48,46,74,31,4,4,2,
21042019,187,AUTONORTE,acceso y separador,Sur,,07:44:57,1,339,43,42,58,22,9,2,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,07:59:56,7,321,54,35,76,36,12,8,3,
21042019,187,AUTONORTE,acceso y separador,Sur,,08:14:55,3,350,43,35,54,15,4,5,2,
21042019,187,AUTONORTE,acceso y separador,Sur,,08:29:54,3,361,33,47,52,34,7,7,1,
21042019,187,AUTONORTE,acceso y separador,Sur,,08:44:55,4,480,45,66,71,27,11,8,2,
21042019,187,AUTONORTE,acceso y separador,Sur,,08:59:55,1,528,49,46,70,29,5,14,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,09:14:54,6,525,51,55,63,30,8,12,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,09:29:53,9,592,55,70,51,29,13,21,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,09:44:52,2,608,48,68,73,26,5,15,3,
21042019,187,AUTONORTE,acceso y separador,Sur,,09:59:53,46,691,46,63,64,16,10,62,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,10:14:52,48,805,65,61,64,21,15,39,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,10:29:51,4,812,60,101,69,22,7,62,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,10:44:50,7,902,68,81,61,12,10,32,2,
21042019,187,AUTONORTE,acceso y separador,Sur,,10:59:49,10,899,80,97,74,12,15,33,2,
21042019,187,AUTONORTE,acceso y separador,Sur,,11:14:50,2,944,60,100,61,16,12,21,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,11:29:49,18,997,64,89,69,17,16,21,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,11:44:48,3,950,63,85,52,23,10,28,1,
21042019,187,AUTONORTE,acceso y separador,Sur,,11:59:47,3,841,78,90,60,15,5,39,1,
21042019,187,AUTONORTE,acceso y separador,Sur,,12:14:46,2,894,70,101,66,22,9,26,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,12:29:47,1,951,74,113,65,9,9,9,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,12:44:46,5,987,65,113,80,24,17,13,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,12:59:45,7,1015,78,122,56,13,14,17,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,13:14:44,9,1039,72,121,66,19,20,14,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,13:29:45,6,945,65,143,56,16,12,9,1,
21042019,187,AUTONORTE,acceso y separador,Sur,,13:44:44,5,762,58,132,33,17,6,8,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,13:59:45,0,919,68,153,61,14,9,7,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,14:14:44,7,926,70,166,78,15,12,8,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,14:29:43,8,970,94,138,69,12,10,16,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,14:44:42,6,1001,76,128,77,13,14,12,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,14:59:41,5,853,91,123,107,21,20,10,1,
21042019,187,AUTONORTE,acceso y separador,Sur,,15:14:42,8,939,106,129,64,10,19,11,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,15:29:42,2,1107,89,119,74,15,15,9,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,15:44:41,60,1086,92,141,62,9,12,15,1,
21042019,187,AUTONORTE,acceso y separador,Sur,,15:59:40,3,1029,114,131,59,21,10,6,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,16:14:40,4,952,100,134,69,9,13,6,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,16:29:39,6,884,84,128,72,16,12,8,2,
21042019,187,AUTONORTE,acceso y separador,Sur,,16:44:41,12,684,67,84,64,8,3,1,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,16:59:40,9,440,45,60,26,8,1,7,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,17:14:39,12,557,50,65,54,13,5,6,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,17:29:38,12,290,19,22,16,6,1,5,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,17:44:39,6,36,4,4,10,0,1,0,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,17:59:39,1,0,0,0,0,0,0,0,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,18:14:39,4,0,0,0,0,0,0,0,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,18:29:36,14,0,0,0,0,0,0,0,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,18:44:37,11,0,0,0,0,0,0,0,0,
21042019,187,AUTONORTE,acceso y separador,Sur,,18:59:35,21,0,0,0,0,0,0,0,0,
