FECHA,Calle,Carrera,Movimiento,Acceso,Salida,Periodo,Peaton,Particular,Taxi,Motociclista,Bus,Camion,Minivan,Ciclista,Tractomula,
04092018,100,11,1-cicloruta,Norte,Sur,06:00:00,1.0,58.0,6.0,6.0,0.0,0.0,3.0,32.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,06:15:01,1.0,79.0,6.0,4.0,0.0,0.0,9.0,68.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,06:30:00,3.0,63.0,7.0,8.0,3.0,3.0,9.0,89.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,06:44:59,3.0,82.0,13.0,11.0,0.0,1.0,3.0,99.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,06:59:58,2.0,84.0,7.0,14.0,0.0,0.0,0.0,107.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,07:14:57,1.0,79.0,10.0,9.0,0.0,1.0,3.0,121.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,07:29:58,3.0,86.0,10.0,20.0,0.0,0.0,3.0,115.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,07:44:57,2.0,66.0,11.0,16.0,0.0,1.0,3.0,126.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,07:59:56,6.0,71.0,13.0,11.0,0.0,0.0,1.0,126.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,08:14:55,4.0,77.0,14.0,20.0,0.0,2.0,2.0,112.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,08:29:54,5.0,79.0,8.0,9.0,0.0,1.0,2.0,106.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,08:44:55,5.0,77.0,8.0,17.0,0.0,0.0,2.0,96.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,08:59:54,3.0,68.0,10.0,16.0,0.0,1.0,1.0,75.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,09:14:53,4.0,74.0,11.0,14.0,0.0,2.0,0.0,60.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,09:29:52,0.0,54.0,14.0,14.0,0.0,0.0,2.0,46.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,09:44:53,2.0,51.0,8.0,11.0,0.0,1.0,2.0,32.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,09:59:52,8.0,65.0,10.0,17.0,0.0,2.0,4.0,34.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,10:14:51,2.0,75.0,16.0,9.0,0.0,1.0,1.0,38.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,10:29:51,4.0,77.0,10.0,8.0,0.0,0.0,2.0,31.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,10:44:50,0.0,70.0,7.0,8.0,0.0,2.0,3.0,34.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,10:59:49,1.0,70.0,12.0,12.0,0.0,0.0,6.0,29.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,11:14:50,0.0,75.0,12.0,15.0,0.0,2.0,5.0,32.0,0.0,
04092018,100,11,1-cicloruta,Norte,Sur,11:29:49,2.0,61.0,9.0,6.0,0.0,2.0,4.0,16.0,0.0,
