13082019,85,11,cicloruta,Sur,Norte,06:00:00,2,0,0,0,0,0,0,15,0,0,0,
13082019,85,11,cicloruta,Sur,Norte,06:15:01,1,0,0,0,0,0,0,16,0,1,0,
13082019,85,11,cicloruta,Sur,Norte,06:29:59,0,0,0,0,0,0,0,28,0,1,0,
13082019,85,11,cicloruta,Sur,Norte,06:45:00,0,0,0,1,0,0,0,37,0,2,0,
13082019,85,11,cicloruta,Sur,Norte,06:59:59,0,0,0,0,0,0,0,36,0,3,0,
13082019,85,11,cicloruta,Sur,Norte,07:14:58,3,0,0,0,0,0,0,46,0,8,0,
13082019,85,11,cicloruta,Sur,Norte,07:29:57,0,0,0,0,0,0,0,50,0,9,0,
13082019,85,11,cicloruta,Sur,Norte,07:44:58,2,0,0,0,0,0,0,65,0,11,0,
13082019,85,11,cicloruta,Sur,Norte,07:59:57,1,0,0,0,0,0,0,69,0,13,0,
13082019,85,11,cicloruta,Sur,Norte,08:14:56,0,0,0,0,0,0,0,58,0,18,0,
13082019,85,11,cicloruta,Sur,Norte,08:29:55,0,0,0,0,0,0,0,68,0,14,0,
13082019,85,11,cicloruta,Sur,Norte,08:44:54,0,0,0,0,0,0,0,68,0,13,0,
13082019,85,11,cicloruta,Sur,Norte,08:59:55,0,0,0,0,0,0,0,56,0,14,0,
13082019,85,11,cicloruta,Sur,Norte,09:14:54,0,0,0,0,0,0,0,54,0,12,0,
13082019,85,11,cicloruta,Sur,Norte,09:29:53,0,0,0,1,0,0,0,32,0,9,0,
13082019,85,11,cicloruta,Sur,Norte,09:44:52,1,0,0,0,0,0,0,28,0,12,0,
13082019,85,11,cicloruta,Sur,Norte,09:59:51,0,0,0,0,0,0,0,30,0,8,0,
13082019,85,11,cicloruta,Sur,Norte,10:14:50,1,0,0,0,0,0,0,26,0,5,0,
13082019,85,11,cicloruta,Sur,Norte,10:29:49,1,0,0,0,0,0,0,38,0,5,0,
13082019,85,11,cicloruta,Sur,Norte,10:44:51,0,0,0,0,0,0,0,47,0,6,0,
13082019,85,11,cicloruta,Sur,Norte,10:59:50,1,0,0,0,0,0,0,33,0,14,0,
13082019,85,11,cicloruta,Sur,Norte,11:14:49,2,0,0,0,0,0,0,39,0,10,0,
13082019,85,11,cicloruta,Sur,Norte,11:29:48,0,0,0,0,0,0,0,34,0,8,0,
13082019,85,11,cicloruta,Sur,Norte,11:44:48,0,0,0,0,0,0,0,43,0,11,0,
13082019,85,11,cicloruta,Sur,Norte,11:59:47,4,0,0,0,0,0,0,35,0,11,0,
13082019,85,11,cicloruta,Sur,Norte,12:14:48,0,0,0,1,0,0,0,61,0,20,0,
13082019,85,11,cicloruta,Sur,Norte,12:29:45,0,0,0,0,0,0,0,55,0,21,0,
13082019,85,11,cicloruta,Sur,Norte,12:44:46,0,0,0,0,0,0,0,62,0,15,0,
13082019,85,11,cicloruta,Sur,Norte,12:59:46,0,0,0,0,0,0,0,43,0,14,0,
