10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,07:00:00,128,229,8,105,108,25,17,21,2,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,07:15:01,170,271,13,127,96,27,9,28,1,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,07:30:00,147,193,3,73,79,31,18,25,0,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,07:44:59,192,232,9,112,82,38,16,33,2,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,08:00:00,197,226,5,101,86,31,10,32,0,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,08:14:59,202,305,8,66,109,39,21,23,1,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,08:29:58,240,191,14,60,89,32,19,22,2,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,08:44:57,153,297,10,88,106,34,20,23,2,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,08:59:59,181,324,17,79,115,32,18,7,0,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,09:14:58,234,263,13,73,121,27,8,10,0,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,09:29:57,149,332,8,102,107,41,18,10,0,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,09:44:56,261,286,7,91,107,40,10,14,1,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,09:59:57,241,352,11,104,115,37,18,35,4,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,10:14:56,229,270,13,85,91,40,19,19,2,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,10:29:55,212,246,12,87,95,22,14,28,0,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,10:44:54,202,280,11,111,125,24,8,35,1,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,10:59:55,232,313,17,131,101,39,16,22,4,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,11:14:54,245,224,10,119,104,37,14,27,3,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,11:29:53,174,271,8,70,95,39,22,26,0,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,11:44:52,111,269,5,64,101,39,17,15,5,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,11:59:53,253,290,6,122,89,42,16,23,1,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,12:14:52,204,289,13,120,100,48,24,27,1,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,12:29:51,272,244,12,134,88,43,19,41,1,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,12:44:50,64,220,14,88,79,49,11,32,2,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,12:59:50,144,234,16,99,98,26,7,43,2,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,13:14:49,73,253,13,101,85,37,11,29,1,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,13:29:48,183,326,15,156,115,32,16,45,1,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,13:44:49,306,287,8,168,87,32,13,20,3,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,13:59:47,242,242,8,135,88,27,12,31,2,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,14:14:48,337,246,4,177,107,27,18,45,3,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,14:29:47,198,317,15,125,83,40,14,41,6,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,14:44:46,160,399,14,246,102,47,25,40,9,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,14:59:45,84,278,19,99,84,47,19,32,1,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,15:14:44,54,210,8,95,84,43,24,22,6,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,15:29:45,157,265,10,110,96,29,13,22,4,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,15:44:44,220,319,7,129,107,43,17,24,7,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,15:59:43,113,282,13,95,96,38,16,16,9,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,16:14:42,25,214,8,54,101,35,18,8,5,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,16:29:43,64,146,18,66,82,29,15,19,5,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,16:44:42,152,226,9,97,97,28,12,16,1,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,16:59:41,173,230,16,119,100,31,16,33,4,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,17:14:42,179,246,20,86,109,26,12,30,9,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,17:29:41,75,292,33,59,106,50,9,25,0,
10112018,59 SUR,AUTOPISTA SUR ,salida y separador,,Norte,17:44:40,7,56,4,13,29,29,2,1,7,
