FECHA,Calle,Carrera,Movimiento,Acceso,Salida,Periodo,Peaton,Particular,Taxi,Motociclista,Bus,Camion,Minivan,Ciclista,Tractomula,
01092018,100,11,1-cicloruta,Norte,Sur,12:00:00,0.0,38.0,8.0,6.0,0.0,0.0,1.0,26.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,12:15:01,1.0,54.0,5.0,4.0,0.0,0.0,0.0,26.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,12:30:00,2.0,60.0,6.0,7.0,0.0,0.0,0.0,18.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,12:45:00,1.0,61.0,9.0,8.0,0.0,1.0,0.0,23.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,12:59:59,0.0,71.0,5.0,6.0,0.0,1.0,0.0,18.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,13:14:58,3.0,48.0,2.0,8.0,0.0,0.0,1.0,12.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,13:29:59,1.0,59.0,5.0,3.0,0.0,0.0,1.0,22.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,13:44:58,2.0,58.0,10.0,5.0,0.0,1.0,1.0,10.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,13:59:56,7.0,56.0,6.0,1.0,0.0,0.0,1.0,10.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,14:14:57,3.0,55.0,6.0,3.0,0.0,0.0,1.0,14.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,14:29:56,5.0,40.0,7.0,5.0,0.0,0.0,2.0,10.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,14:44:55,2.0,63.0,2.0,6.0,0.0,0.0,0.0,11.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,14:59:56,3.0,53.0,7.0,2.0,0.0,0.0,0.0,7.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,15:14:53,4.0,42.0,5.0,4.0,0.0,0.0,1.0,9.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,15:29:54,7.0,43.0,3.0,6.0,0.0,0.0,0.0,16.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,15:44:53,4.0,45.0,11.0,9.0,0.0,1.0,1.0,5.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,15:59:52,3.0,36.0,2.0,6.0,0.0,0.0,1.0,10.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,16:14:51,3.0,56.0,2.0,8.0,0.0,0.0,2.0,9.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,16:29:52,8.0,39.0,3.0,4.0,0.0,0.0,2.0,12.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,16:44:51,3.0,52.0,5.0,2.0,0.0,0.0,0.0,7.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,16:59:50,5.0,49.0,6.0,3.0,0.0,0.0,0.0,10.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,17:14:49,1.0,47.0,4.0,6.0,0.0,0.0,0.0,14.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,17:29:50,2.0,30.0,5.0,10.0,0.0,0.0,0.0,21.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,17:44:49,1.0,43.0,4.0,1.0,0.0,0.0,1.0,8.0,0.0,
01092018,100,11,1-cicloruta,Norte,Sur,17:59:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
