31012019,3,AV QUITO,cicloruta,Norte,Sur,06:00:00,11,0,0,1,0,0,0,6,0,
31012019,3,AV QUITO,cicloruta,Norte,Sur,06:15:02,21,0,0,0,0,0,0,6,0,
31012019,3,AV QUITO,cicloruta,Norte,Sur,06:30:01,12,0,0,0,0,0,0,3,0,
31012019,3,AV QUITO,cicloruta,Norte,Sur,06:44:59,24,0,0,1,0,0,0,5,0,
31012019,3,AV QUITO,cicloruta,Norte,Sur,06:59:58,20,0,0,0,0,0,0,4,0,
31012019,3,AV QUITO,cicloruta,Norte,Sur,07:14:58,24,0,0,0,0,0,0,4,0,
31012019,3,AV QUITO,cicloruta,Norte,Sur,07:29:57,24,0,0,0,0,0,0,8,0,
31012019,3,AV QUITO,cicloruta,Norte,Sur,07:44:57,20,0,0,2,0,0,0,0,0,
31012019,3,AV QUITO,cicloruta,Norte,Sur,07:59:56,17,0,0,0,0,0,0,3,0,
31012019,3,AV QUITO,cicloruta,Norte,Sur,08:14:56,15,0,0,1,0,0,0,4,0,
31012019,3,AV QUITO,cicloruta,Norte,Sur,08:29:55,9,0,0,1,0,0,0,4,0,
31012019,3,AV QUITO,cicloruta,Norte,Sur,08:44:54,17,0,0,0,0,0,0,4,0,
31012019,3,AV QUITO,cicloruta,Sur,Norte,06:00:00,72,1,1,20,0,0,0,46,0,
31012019,3,AV QUITO,cicloruta,Sur,Norte,06:15:02,131,0,1,31,0,0,0,125,0,
31012019,3,AV QUITO,cicloruta,Sur,Norte,06:30:01,133,2,2,27,0,0,0,197,0,
31012019,3,AV QUITO,cicloruta,Sur,Norte,06:44:59,108,0,1,66,0,0,1,249,0,
31012019,3,AV QUITO,cicloruta,Sur,Norte,06:59:58,95,2,0,40,0,0,0,277,0,
31012019,3,AV QUITO,cicloruta,Sur,Norte,07:14:58,120,1,0,34,0,0,1,240,0,
31012019,3,AV QUITO,cicloruta,Sur,Norte,07:29:57,101,2,1,46,0,0,0,210,0,
31012019,3,AV QUITO,cicloruta,Sur,Norte,07:44:57,82,3,0,25,0,1,0,191,0,
31012019,3,AV QUITO,cicloruta,Sur,Norte,07:59:56,55,0,0,25,0,0,0,93,0,
31012019,3,AV QUITO,cicloruta,Sur,Norte,08:14:56,82,2,0,34,2,0,0,65,0,
31012019,3,AV QUITO,cicloruta,Sur,Norte,08:29:55,68,1,0,23,0,0,0,94,0,
31012019,3,AV QUITO,cicloruta,Sur,Norte,08:44:54,50,0,0,15,0,0,0,65,0,
