File_Name;Year;Month;Day;Start_Time;Duration;End_Time
CAM10_20181023060000_1.avi;2018;10;23;06:00:00;00:15:01;06:15:01
CAM10_20181023061501_2.avi;2018;10;23;06:15:01;00:14:59;06:30:00
CAM10_20181023063000_3.avi;2018;10;23;06:30:00;00:14:59;06:44:59
CAM10_20181023064459_4.avi;2018;10;23;06:44:59;00:15:00;06:59:59
CAM10_20181023065959_5.avi;2018;10;23;06:59:59;00:14:59;07:14:58
CAM10_20181023071458_6.avi;2018;10;23;07:14:58;00:15:01;07:29:59
CAM10_20181023072959_7.avi;2018;10;23;07:29:59;00:14:59;07:44:58
CAM10_20181023074458_8.avi;2018;10;23;07:44:58;00:14:59;07:59:57
CAM10_20181023075957_9.avi;2018;10;23;07:59:57;00:14:59;08:14:56
CAM10_20181023081456_10.avi;2018;10;23;08:14:56;00:15:01;08:29:57
CAM10_20181023082957_11.avi;2018;10;23;08:29:57;00:14:59;08:44:56
CAM10_20181023084456_12.avi;2018;10;23;08:44:56;00:15:00;08:59:56
CAM10_20181023085956_13.avi;2018;10;23;08:59:56;00:14:59;09:14:55
CAM10_20181023091455_14.avi;2018;10;23;09:14:55;00:14:59;09:29:54
CAM10_20181023092954_15.avi;2018;10;23;09:29:54;00:15:01;09:44:55
CAM10_20181023094455_16.avi;2018;10;23;09:44:55;00:14:59;09:59:54
CAM10_20181023095954_17.avi;2018;10;23;09:59:54;00:14:59;10:14:53
CAM10_20181023101453_18.avi;2018;10;23;10:14:53;00:14:59;10:29:52
CAM10_20181023102952_19.avi;2018;10;23;10:29:52;00:14:59;10:44:51
CAM10_20181023104451_20.avi;2018;10;23;10:44:51;00:15:00;10:59:51
CAM10_20181023105951_21.avi;2018;10;23;10:59:51;00:15:01;11:14:52
CAM10_20181023111452_22.avi;2018;10;23;11:14:52;00:14:59;11:29:51
CAM10_20181023112951_23.avi;2018;10;23;11:29:51;00:14:59;11:44:50
CAM10_20181023114450_24.avi;2018;10;23;11:44:50;00:14:59;11:59:49
CAM10_20181023115949_25.avi;2018;10;23;11:59:49;00:14:59;12:14:48
CAM10_20181023121448_26.avi;2018;10;23;12:14:48;00:15:01;12:29:49
CAM10_20181023122949_27.avi;2018;10;23;12:29:49;00:14:59;12:44:48
CAM10_20181023124448_28.avi;2018;10;23;12:44:48;00:15:00;12:59:48
CAM10_20181023125948_29.avi;2018;10;23;12:59:48;00:14:59;13:14:47
CAM10_20181023131447_30.avi;2018;10;23;13:14:47;00:14:59;13:29:46
CAM10_20181023132946_31.avi;2018;10;23;13:29:46;00:14:59;13:44:45
CAM10_20181023134445_32.avi;2018;10;23;13:44:45;00:15:01;13:59:46
CAM10_20181023135946_33.avi;2018;10;23;13:59:46;00:14:59;14:14:45
CAM10_20181023141445_34.avi;2018;10;23;14:14:45;00:14:59;14:29:44
CAM10_20181023142944_35.avi;2018;10;23;14:29:44;00:14:59;14:44:43
CAM10_20181023144443_36.avi;2018;10;23;14:44:43;00:15:01;14:59:44
CAM10_20181023145944_37.avi;2018;10;23;14:59:44;00:14:59;15:14:43
CAM10_20181023151443_38.avi;2018;10;23;15:14:43;00:14:59;15:29:42
CAM10_20181023152942_39.avi;2018;10;23;15:29:42;00:14:59;15:44:41
CAM10_20181023154441_40.avi;2018;10;23;15:44:41;00:15:02;15:59:43
CAM10_20181023155943_41.avi;2018;10;23;15:59:43;00:14:59;16:14:42
CAM10_20181023161442_42.avi;2018;10;23;16:14:42;00:14:59;16:29:41
CAM10_20181023162941_43.avi;2018;10;23;16:29:41;00:14:59;16:44:40
CAM10_20181023164440_44.avi;2018;10;23;16:44:40;00:14:59;16:59:39
CAM10_20181023165939_45.avi;2018;10;23;16:59:39;00:15:01;17:14:40
CAM10_20181023171440_46.avi;2018;10;23;17:14:40;00:14:59;17:29:39
CAM10_20181023172939_47.avi;2018;10;23;17:29:39;00:15:00;17:44:39
CAM10_20181023174439_48.avi;2018;10;23;17:44:39;00:14:59;17:59:38
