FECHA,Calle,Carrera,Movimiento,Acceso,Salida,Periodo,Peaton,Particular,Taxi,Motociclista,Bus,Camion,Minivan,Ciclista,Tractomula,
04092018,12,7,2-peatones,Sur,Norte,06:00:00,36.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,06:15:00,68.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,06:30:00,100.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,06:44:59,110.0,3.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,06:59:59,118.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,07:14:58,147.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,07:29:58,170.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,07:44:58,221.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,07:59:58,199.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,08:14:56,198.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,08:29:56,192.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,08:44:56,174.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,08:59:56,213.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,09:14:54,198.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,09:29:54,142.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,09:44:54,189.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,09:59:54,250.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,10:14:54,243.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,10:29:54,229.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,10:44:52,254.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,10:59:53,288.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,
04092018,12,7,2-peatones,Sur,Norte,11:14:53,230.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,
