File_Name;Year;Month;Day;Start_Time;Duration;End_Time
CAM15_20190812060000_1.avi;2019;08;12;06:00:00;00:15:01;06:15:01
CAM15_20190812061501_2.avi;2019;08;12;06:15:01;00:15:00;06:30:01
CAM15_20190812063001_3.avi;2019;08;12;06:30:01;00:14:59;06:45:00
CAM15_20190812064500_4.avi;2019;08;12;06:45:00;00:15:00;07:00:00
CAM15_20190812070000_5.avi;2019;08;12;07:00:00;00:14:59;07:14:59
CAM15_20190812071459_6.avi;2019;08;12;07:14:59;00:15:00;07:29:59
CAM15_20190812072959_7.avi;2019;08;12;07:29:59;00:15:01;07:45:00
CAM15_20190812074500_8.avi;2019;08;12;07:45:00;00:14:57;07:59:57
CAM15_20190812075957_9.avi;2019;08;12;07:59:57;00:15:01;08:14:58
CAM15_20190812081458_10.avi;2019;08;12;08:14:58;00:14:59;08:29:57
CAM15_20190812082957_11.avi;2019;08;12;08:29:57;00:15:00;08:44:57
CAM15_20190812084457_12.avi;2019;08;12;08:44:57;00:14:59;08:59:56
CAM15_20190812085956_13.avi;2019;08;12;08:59:56;00:14:59;09:14:55
CAM15_20190812091455_14.avi;2019;08;12;09:14:55;00:15:01;09:29:56
CAM15_20190812092956_15.avi;2019;08;12;09:29:56;00:14:59;09:44:55
CAM15_20190812094455_16.avi;2019;08;12;09:44:55;00:14:59;09:59:54
CAM15_20190812095954_17.avi;2019;08;12;09:59:54;00:15:01;10:14:55
CAM15_20190812101455_18.avi;2019;08;12;10:14:55;00:14:59;10:29:54
CAM15_20190812102954_19.avi;2019;08;12;10:29:54;00:14:59;10:44:53
CAM15_20190812104453_20.avi;2019;08;12;10:44:53;00:14:59;10:59:52
CAM15_20190812105952_21.avi;2019;08;12;10:59:52;00:14:59;11:14:51
CAM15_20190812111451_22.avi;2019;08;12;11:14:51;00:15:01;11:29:52
CAM15_20190812112952_23.avi;2019;08;12;11:29:52;00:14:59;11:44:51
CAM15_20190812114451_24.avi;2019;08;12;11:44:51;00:14:59;11:59:50
CAM15_20190812115950_25.avi;2019;08;12;11:59:50;00:14:59;12:14:49
CAM15_20190812121449_26.avi;2019;08;12;12:14:49;00:15:02;12:29:51
CAM15_20190812122951_27.avi;2019;08;12;12:29:51;00:14:59;12:44:50
CAM15_20190812124450_28.avi;2019;08;12;12:44:50;00:14:59;12:59:49
CAM15_20190812125949_29.avi;2019;08;12;12:59:49;00:14:59;13:14:48
CAM15_20190812131448_30.avi;2019;08;12;13:14:48;00:14:59;13:29:47
CAM15_20190812132947_31.avi;2019;08;12;13:29:47;00:15:01;13:44:48
CAM15_20190812134448_32.avi;2019;08;12;13:44:48;00:14:59;13:59:47
CAM15_20190812135947_33.avi;2019;08;12;13:59:47;00:14:59;14:14:46
CAM15_20190812141446_34.avi;2019;08;12;14:14:46;00:14:59;14:29:45
CAM15_20190812142945_35.avi;2019;08;12;14:29:45;00:15:01;14:44:46
CAM15_20190812144446_36.avi;2019;08;12;14:44:46;00:14:59;14:59:45
CAM15_20190812145945_37.avi;2019;08;12;14:59:45;00:14:59;15:14:44
CAM15_20190812151444_38.avi;2019;08;12;15:14:44;00:14:59;15:29:43
CAM15_20190812152943_39.avi;2019;08;12;15:29:43;00:14:59;15:44:42
CAM15_20190812154442_40.avi;2019;08;12;15:44:42;00:15:01;15:59:43
CAM15_20190812155943_41.avi;2019;08;12;15:59:43;00:14:59;16:14:42
CAM15_20190812161442_42.avi;2019;08;12;16:14:42;00:14:59;16:29:41
CAM15_20190812162941_43.avi;2019;08;12;16:29:41;00:14:59;16:44:40
CAM15_20190812164440_44.avi;2019;08;12;16:44:40;00:14:59;16:59:39
CAM15_20190812165939_45.avi;2019;08;12;16:59:39;00:14:59;17:14:38
CAM15_20190812171438_46.avi;2019;08;12;17:14:38;00:14:59;17:29:37
CAM15_20190812172937_47.avi;2019;08;12;17:29:37;00:15:00;17:44:37
