07022019,127,BOYACA,cicloruta+calzada,Occidente,Oriente,06:00:00,31,63,15,6,13,1,5,18,0,
07022019,127,BOYACA,cicloruta+calzada,Occidente,Oriente,06:15:01,26,33,35,10,21,3,7,126,0,
07022019,127,BOYACA,cicloruta+calzada,Occidente,Oriente,06:30:00,24,33,25,16,27,1,7,154,0,
07022019,127,BOYACA,cicloruta+calzada,Occidente,Oriente,06:44:59,20,22,27,19,24,5,5,145,0,
07022019,127,BOYACA,cicloruta+calzada,Occidente,Oriente,07:00:00,16,26,15,23,17,6,4,118,0,
07022019,127,BOYACA,cicloruta+calzada,Occidente,Oriente,07:14:58,35,24,34,23,13,4,8,145,0,
07022019,127,BOYACA,cicloruta+calzada,Occidente,Oriente,07:29:57,22,17,32,19,20,5,3,124,0,
07022019,127,BOYACA,cicloruta+calzada,Occidente,Oriente,07:44:58,36,17,38,18,21,3,9,122,0,
07022019,127,BOYACA,cicloruta+calzada,Occidente,Oriente,07:59:57,19,24,30,22,21,9,7,108,0,
07022019,127,BOYACA,cicloruta+calzada,Occidente,Oriente,08:14:56,18,18,26,17,25,6,5,87,0,
07022019,127,BOYACA,cicloruta+calzada,Occidente,Oriente,08:29:55,13,20,49,13,16,7,0,70,0,
07022019,127,BOYACA,cicloruta+calzada,Occidente,Oriente,08:44:56,19,27,29,10,26,2,2,53,0,
07022019,127,BOYACA,cicloruta+calzada,Oriente,Occidente,06:00:00,8,34,14,3,10,9,4,23,0,
07022019,127,BOYACA,cicloruta+calzada,Oriente,Occidente,06:15:01,12,47,56,13,20,9,11,62,0,
07022019,127,BOYACA,cicloruta+calzada,Oriente,Occidente,06:30:00,28,26,37,7,12,9,8,67,1,
07022019,127,BOYACA,cicloruta+calzada,Oriente,Occidente,06:44:59,9,40,55,10,19,16,22,80,0,
07022019,127,BOYACA,cicloruta+calzada,Oriente,Occidente,07:00:00,9,28,56,5,19,9,14,53,0,
07022019,127,BOYACA,cicloruta+calzada,Oriente,Occidente,07:14:58,31,29,61,13,13,14,18,68,0,
07022019,127,BOYACA,cicloruta+calzada,Oriente,Occidente,07:29:57,20,23,52,7,20,13,18,66,0,
07022019,127,BOYACA,cicloruta+calzada,Oriente,Occidente,07:44:58,11,25,51,6,17,19,16,41,0,
07022019,127,BOYACA,cicloruta+calzada,Oriente,Occidente,07:59:57,16,27,42,8,13,17,13,31,0,
07022019,127,BOYACA,cicloruta+calzada,Oriente,Occidente,08:14:56,5,32,60,4,20,20,19,33,0,
07022019,127,BOYACA,cicloruta+calzada,Oriente,Occidente,08:29:55,11,19,60,6,20,20,13,26,0,
07022019,127,BOYACA,cicloruta+calzada,Oriente,Occidente,08:44:56,10,20,47,7,24,18,14,23,0,
