FECHA,Calle,Carrera,Descripcion,Origen,Destino,Periodo,Peaton,Particular,Taxi,Motociclista,Bus,Camion,Minivan,Ciclista,Tractomula,Scooter,Bicitaxi,
16082019,85,11,cicloruta,Sur,Norte,16:44:41,12,0,0,0,0,0,0,51,0,8,0,
16082019,85,11,cicloruta,Sur,Norte,16:59:40,23,0,0,0,0,0,0,26,0,1,0,
16082019,85,11,cicloruta,Sur,Norte,17:14:39,20,0,0,0,0,0,0,16,0,0,0,
16082019,85,11,cicloruta,Sur,Norte,17:29:37,20,0,0,1,0,0,0,24,0,0,0,
16082019,85,11,cicloruta,Sur,Norte,17:44:39,16,0,0,1,0,0,0,3,0,3,0,
16082019,85,11,cicloruta,Norte,Sur,06:00:00,7,4,0,0,0,0,0,43,0,2,0,
16082019,85,11,cicloruta,Norte,Sur,06:15:01,2,15,0,0,0,0,0,53,0,1,0,
16082019,85,11,cicloruta,Norte,Sur,06:29:59,3,21,1,0,0,0,0,77,0,7,0,
16082019,85,11,cicloruta,Norte,Sur,06:45:00,0,38,4,4,0,1,1,97,0,16,0,
16082019,85,11,cicloruta,Norte,Sur,06:59:59,0,29,5,1,0,5,2,77,0,13,0,
16082019,85,11,cicloruta,Norte,Sur,07:14:58,1,56,2,7,0,2,2,94,0,25,0,
16082019,85,11,cicloruta,Norte,Sur,07:29:57,0,37,5,6,0,6,1,109,0,24,0,
16082019,85,11,cicloruta,Norte,Sur,07:44:59,0,32,8,3,0,10,2,128,0,48,0,
16082019,85,11,cicloruta,Norte,Sur,07:59:58,1,45,4,2,0,1,1,107,0,33,0,
16082019,85,11,cicloruta,Norte,Sur,08:14:57,1,26,5,3,1,0,0,99,0,39,0,
16082019,85,11,cicloruta,Norte,Sur,08:29:56,1,30,17,8,0,0,1,93,0,32,0,
16082019,85,11,cicloruta,Norte,Sur,08:44:55,2,30,11,5,0,1,0,88,0,37,0,
16082019,85,11,cicloruta,Norte,Sur,08:59:56,1,35,10,7,1,0,1,76,0,28,0,
16082019,85,11,cicloruta,Norte,Sur,09:14:55,0,40,10,8,0,2,0,56,0,23,0,
16082019,85,11,cicloruta,Norte,Sur,09:29:54,0,47,5,13,1,0,0,45,0,17,0,
16082019,85,11,cicloruta,Norte,Sur,09:44:53,1,31,11,10,0,1,1,71,0,20,0,
16082019,85,11,cicloruta,Norte,Sur,09:59:52,1,31,5,11,0,3,0,40,0,19,0,
16082019,85,11,cicloruta,Norte,Sur,10:14:53,3,57,5,9,0,1,0,49,0,22,0,
16082019,85,11,cicloruta,Norte,Sur,10:29:53,0,44,6,9,0,2,0,44,0,8,0,
16082019,85,11,cicloruta,Norte,Sur,10:44:52,0,4,0,8,0,1,0,55,0,13,0,
16082019,85,11,cicloruta,Norte,Sur,10:59:52,2,13,0,11,0,1,0,37,0,13,0,
16082019,85,11,cicloruta,Norte,Sur,11:14:51,0,5,1,13,0,1,2,51,0,16,0,
16082019,85,11,cicloruta,Norte,Sur,11:29:50,1,6,0,11,0,0,0,69,0,4,0,
16082019,85,11,cicloruta,Norte,Sur,11:44:51,2,6,0,15,0,1,0,45,0,12,0,
16082019,85,11,cicloruta,Norte,Sur,11:59:50,1,8,0,18,0,0,0,44,0,14,0,
16082019,85,11,cicloruta,Norte,Sur,12:14:49,1,7,2,13,0,0,1,65,0,28,0,
16082019,85,11,cicloruta,Norte,Sur,12:29:50,1,11,2,13,0,0,0,70,0,21,0,
16082019,85,11,cicloruta,Norte,Sur,12:44:49,2,13,1,17,0,1,0,78,0,27,0,
16082019,85,11,cicloruta,Norte,Sur,12:59:48,1,15,0,17,0,1,0,54,0,21,0,
16082019,85,11,cicloruta,Norte,Sur,13:14:47,4,12,0,21,0,1,0,62,0,23,0,
16082019,85,11,cicloruta,Norte,Sur,13:29:48,1,20,1,8,0,1,0,62,0,23,0,
16082019,85,11,cicloruta,Norte,Sur,13:44:47,2,9,1,11,0,0,0,86,0,27,0,
16082019,85,11,cicloruta,Norte,Sur,13:59:46,2,5,0,12,0,0,0,60,0,21,0,
16082019,85,11,cicloruta,Norte,Sur,14:14:45,1,4,0,11,0,0,0,68,0,8,0,
16082019,85,11,cicloruta,Norte,Sur,14:29:46,3,4,0,11,0,1,0,52,0,15,0,
16082019,85,11,cicloruta,Norte,Sur,14:44:45,0,5,0,12,0,0,1,61,0,13,0,
16082019,85,11,cicloruta,Norte,Sur,14:59:44,5,6,0,6,0,0,1,45,0,10,0,
16082019,85,11,cicloruta,Norte,Sur,15:14:43,8,4,0,5,0,0,1,35,0,5,0,
16082019,85,11,cicloruta,Norte,Sur,15:29:42,6,4,1,11,0,0,2,48,0,10,0,
16082019,85,11,cicloruta,Norte,Sur,15:44:43,2,3,0,23,0,0,1,28,0,3,0,
16082019,85,11,cicloruta,Norte,Sur,15:59:42,7,2,0,12,0,0,4,45,0,3,0,
16082019,85,11,cicloruta,Norte,Sur,16:14:41,10,0,1,4,0,0,1,43,0,8,0,
16082019,85,11,cicloruta,Norte,Sur,16:29:40,5,2,1,7,0,0,3,48,0,6,0,
16082019,85,11,cicloruta,Norte,Sur,16:44:41,9,3,2,6,0,0,1,38,0,2,0,
16082019,85,11,cicloruta,Norte,Sur,16:59:40,18,2,0,8,0,0,0,52,0,6,0,
16082019,85,11,cicloruta,Norte,Sur,17:14:39,34,1,0,6,0,0,1,48,0,5,0,
16082019,85,11,cicloruta,Norte,Sur,17:29:37,34,2,0,6,0,0,0,44,0,14,0,
16082019,85,11,cicloruta,Norte,Sur,17:44:39,30,0,1,3,0,1,1,24,0,11,0,
